Document_ID,Date_Publish,Inventor,Title,PayPatent,Patent_Language,Description
US 8946205 B2,11/16/2023,Yoshimizu; Miwako et al.,"['VACCINE', 'FOR', 'PROTECTION', 'AGAINST', 'LAWSONIA', 'INTRACELLULARIS', 'MYCOPLASMA', 'HYOPNEUMONIAE', 'AND', 'PORCINE', 'CIRCO', 'VIRUS']",United States,en,vaccine protection lawsonia intracellularis mycoplasma hyopneumoniae porcine circo virus
US 8945888 B2,11/16/2023,Yoshimi; Hideo,"['Vaccine', 'protection', 'HIV', 'infections', 'process', 'use', 'agent']",United States,en,vaccine protection hiv infections process preparing use diagnostic agent immunotherapeutic agent
US 8945875 B2,11/16/2023,Yoshimatsu; Tadanori et al.,"['Vaccine', 'Protection', 'Against', 'Haemophilus', 'Parasuis', 'Serotype', 'Piglets']",United States,en,vaccine protection haemophilus parasuis serotype 4 piglets
US 8945861 B2,11/16/2023,Yoshimatsu; Kentaro et al.,"['Vaccine', 'Prophylaxis', 'Treatment', 'Airway', 'Pathology']",United States,en,vaccine prophylaxis treatment allergen-driven airway pathology
US 8945844 B2,11/14/2023,Yoshikura; Hiroshi et al.,"['VACCINE', 'FOR', 'PREVENTION', 'OF', 'NECROTIC', 'ENTERITIS', 'IN', 'POULTRY']",United States,de,vaccine for prevention of necrotic enteritis poultry
US 8945560 B1,11/14/2023,Yoshikuni; Yasuo et al.,"['Vaccine', 'Prevention', 'Treatment', 'Hiv-Infection']",United States,en,vaccine prevention treatment hiv-infection
US 8945540 B2,11/14/2023,Yoshikuni; Yasuo et al.,"['Vaccine', 'pythiosis', 'humans', 'animals']",United States,en,vaccine preventing pythiosis humans animals
US 8945376 B1,11/14/2023,Yoshikuni; Yasuo et al.,"['VACCINE', 'FOR', 'PREVENTING', 'PORCINE', 'EDEMA', 'DISEASE']",United States,de,vaccine for preventing porcine edema disease
US 8945197 B1,11/14/2023,Yoshikumi; Chikao et al.,"['Vaccine', 'feline', 'leukemia', 'viremia', 'cats']",United States,it,vaccine for preventing persistent feline leukemia viremia cats
US 8944654 B1,11/14/2023,Yoshikumi; Chikao et al.,"['VACCINE', 'FOR', 'PREVENTING', 'OR', 'TREATING', 'CONGENITAL', 'INFECTION', 'WITH', 'CYTOMEGALOVIRUS']",United States,en,vaccine preventing treating congenital infection cytomegalovirus
US 8943950 B2,11/14/2023,Yoshikubo; Takashi et al.,"['Vaccine', 'rhinitis']",United States,en,vaccine preventing treating porcine progressive atrophic rhinitis
US 8943713 B1,11/14/2023,Yoshiki; Tatsuhiro et al.,"['VACCINE', 'FOR', 'PORCINE', 'REPRODUCTIVE', 'AND', 'RESPIRATORY', 'SYNDROME', 'A', 'PREPARION', 'METHOD', 'AND', 'USE', 'THEREOF']",United States,en,vaccine porcine reproductive respiratory syndrome preparion method use thereof
US 8943594 B1,11/14/2023,Yoshiki; Tatsuhiro et al.,"['Vaccine', 'periodontitis', 'methods', 'use']",United States,en,vaccine periodontitis methods use
US 8943201 B2,11/14/2023,"Yoshiki, Tatsuhiro  et al.","['Vaccine', 'disease']",United States,it,vaccine for periodontal disease
US 8942954 B2,11/14/2023,"Yoshiki, Takashi  et al.","['Vaccine', 'disease']",United States,it,vaccine for periodontal disease
US 8942948 B2,11/14/2023,Yoshikawa; Yoshihiro et al.,"['Vaccine', 'disease']",United States,it,vaccine for periodontal disease
US 8940983 B1,11/14/2023,Yoshikawa; Yoshihiro et al.,"['VACCINE', 'FOR', 'PCV2', 'AND', 'MYCOPLASMA']",United States,de,vaccine for pcv2 and mycoplasma
US 8940971 B1,11/14/2023,Yoshikawa; Yoshiharu,"['Vaccine', 'immunization', 'colibacillosis', 'method', 'use']",United States,en,vaccine passive immunization enteric colibacillosis method use
US 8940968 B1,11/14/2023,Yoshikawa; Wataru et al.,"['Vaccine', 'influenzae', 'infection']",United States,en,vaccine nontypeable haemophilus influenzae infection
US 8940878 B2,11/14/2023,Yoshikawa; Tsutomu et al.,"['VACCINE', 'FOR', 'NEONATAL', 'CALF', 'DIARRHEA']",United States,de,vaccine for neonatal calf diarrhea
US 8940798 B2,11/14/2023,Yoshikawa; Toshifumi et al.,"['Vaccine', 'calf', 'diarrhea']",United States,it,vaccine for neonatal calf diarrhea
US 8940752 B2,11/14/2023,Yoshikawa; Toshifumi et al.,"['Vaccine', 'calf', 'diarrhea']",United States,it,vaccine for neonatal calf diarrhea
US 8940549 B2,11/14/2023,Yoshikawa; Tadao et al.,"['Vaccine', 'calf', 'diarrhea']",United States,it,vaccine for neonatal calf diarrhea
US 8940486 B2,11/14/2023,Yoshikawa; Tadao,"['VACCINE', 'FOR', 'MYCOPLASMA', 'INFECTION']",United States,en,vaccine mycoplasma infection
US 8940345 B1,11/14/2023,Yoshikawa; Seiichi et al.,"['VACCINE', 'FOR', 'MYCOPLASMA', 'BOVIS']",United States,de,vaccine for mycoplasma bovis
US 8940147 B1,11/14/2023,Yoshikawa; Norihiro,"['Vaccine', 'moraxella', 'catarrhalis']",United States,it,vaccine for moraxella catarrhalis
US 8940092 B1,11/14/2023,Yoshikawa; Nobuyuki et al.,"['Vaccine', 'T1', 'T2', 'responses']",United States,en,vaccine modulating t1 t2 immune responses
US 8939751 B2,11/14/2023,Yoshikawa; Nobuyuki,"['Vaccine', 'bovine', 'rhinotracheitis']",United States,en,vaccine infectious bovine rhinotracheitis
US 8939743 B2,11/14/2023,Yoshikawa; Motonobu et al.,"['Vaccine', 'induction', 'immunity']",United States,en,vaccine induction immunity malaria
US 8939626 B2,11/14/2023,Yoshikawa; Masao,"['VACCINE', 'FOR', 'INDUCING', 'AN', 'IMPROVED', 'IMMUNE', 'REACTION']",United States,en,vaccine inducing improved immune reaction
US 8939413 B2,11/14/2023,Yoshikawa; Kenji et al.,"['VACCINE', 'FOR', 'IN', 'OVO', 'INOCULATION']",United States,en,vaccine ovo inoculation
US 8938807 B1,11/14/2023,Yoshikawa; Kazuaki et al.,"['VACCINE', 'FOR', 'IMMUNOCOMPROMISED', 'HOSTS']",United States,de,vaccine for immunocompromised hosts
US 8938805 B1,11/14/2023,Yoshikawa; Hideki et al.,"['Vaccine', 'fish', 'necrosis', 'virus']",United States,en,vaccine immunizing fish infectious pancreatic necrosis virus
US 8938782 B2,11/14/2023,Yoshikawa; Hideki et al.,"['Vaccine', 'cats', 'oocyst']",United States,en,vaccine immunizing cats toxoplasma oocyst shedding
US 8938374 B2,11/9/2023,"Yoshikawa, Kiyoaki  et al.","['Vaccine', 'foot', 'mouth', 'disease']",United States,en,vaccine foot mouth disease
US 8937942 B1,11/9/2023,"Yoshikawa, Hideki","['Vaccine', 'feline', 'peritonitis']",United States,en,vaccine feline infectious peritonitis
US 8937376 B2,11/9/2023,Yoshii; Yoshiomi et al.,"['Vaccine', 'Falciparum', 'Malaria']",United States,ca,vaccine for falciparum malaria
US 8937228 B1,11/9/2023,Yoshii; Shigeo et al.,"['Vaccine', 'equine', 'rhinopneumonitis']",United States,it,vaccine for equine rhinopneumonitis
US 8937227 B1,11/9/2023,Yoshii; Haruo et al.,"['VACCINE', 'FOR', 'EQUINE', 'INFLUENZA']",United States,de,vaccine for equine influenza
US 8937222 B1,11/9/2023,Yoshii; Haruo et al.,"['Vaccine', 'equine', 'herpesvirus']",United States,fr,vaccine for equine herpesvirus
US 8937221 B1,11/9/2023,"Yoshii, Hiroto  et al.","['VACCINE', 'FOR', 'ENVELOPED', 'VIRUSES']",United States,de,vaccine for enveloped viruses
US 8937078 B2,11/9/2023,Yoshihara; Tomoki,"['Vaccine', 'production', 'IgA', 'antibodies']",United States,en,vaccine enhanced production iga antibodies
US 8937060 B2,11/9/2023,Yoshihara; Shigeyuki et al.,"['Vaccine', 'diseases', 'staphylococcus', 'aureus', 'methods', 'preparation']",United States,en,vaccine diseases staphylococcus aureus methods preparation
US 8936724 B2,11/9/2023,Yoshihara; Shigeyuki et al.,"['Vaccine', 'cytomegalovirus']",United States,ro,vaccine for cytomegalovirus
US 8936194 B1,11/9/2023,Yoshihara; Shigeyuki,"['VACCINE', 'FOR', 'CONTROL', 'OF', 'BEET', 'CURLY', 'TOP', 'VIRUS', 'INFECTION', 'PLANTS']",United States,en,vaccine control beet curly top virus infection plants
US 8935788 B1,11/9/2023,Yoshihara; Masazumi et al.,"['Vaccine', 'tremors', 'pigs']",United States,en,vaccine congenital tremors pigs
US 8935406 B1,11/9/2023,Yoshihara; Masazumi et al.,"['VACCINE', 'FOR', 'CHIKUNGUNYA', 'VIRUS', 'INFECTION']",United States,de,vaccine for chikungunya virus infection
US 8935284 B1,11/9/2023,"Yoshihara, Hiroki  et al.","['Vaccine', 'Cancer']",United States,en,vaccine cervical cancer
US 8935281 B1,11/9/2023,Yoshiga; Masayuki et al.,"['Vaccine', 'branhamella', 'catarrhalis']",United States,ca,vaccine for branhamella catarrhalis
US 8935270 B1,11/9/2023,Yoshie; Osamu et al.,"['Vaccine', 'bluetongue', 'disease', 'platinum', 'compounds']",United States,en,vaccine bluetongue disease employing platinum compounds
US 8935154 B1,11/9/2023,Yoshie; Osamu et al.,"['Vaccine', 'B-cell', 'malignancies']",United States,it,vaccine for b-cell malignancies
US 8935108 B2,11/9/2023,Yoshida; Zenzo et al.,"['Vaccine', 'Influenza', 'Methods', 'Use']",United States,en,vaccine avian influenza methods use
US 8934495 B1,11/9/2023,Yoshida; Yukio et al.,"['Vaccine', 'respiratory', 'diseases']",United States,en,vaccine animal respiratory diseases
US 8934389 B2,11/9/2023,Yoshida; Yukiko et al.,"['VACCINE', 'FOR', 'ALZHEIMER', 'DISEASE']",United States,de,vaccine for alzheimer s disease
US 8934226 B2,11/9/2023,Yoshida; Yuichiro,"['Vaccine', 'disease', 'hypergammaglobulinemia', 'mink']",United States,en,vaccine aleutian disease hypergammaglobulinemia mink
US 8933782 B2,11/9/2023,Yoshida; Yoshio et al.,"['Vaccine', 'immunization', 'hepatitis', 'B', 'surface', 'antigen', 'antigen']",United States,en,vaccine active immunization containing hepatitis b surface antigen associated antigen
US 8933305 B1,11/9/2023,Yoshida; Yoshio et al.,"['Vaccine', 'immunization', 'hepatitis', 'B', 'surface', 'antigen', 'antigen']",United States,en,vaccine active immunization containing hepatitis b surface antigen associated antigen
US 8933051 B2,11/9/2023,Yoshida; Yoshinori et al.,"['VACCINE', 'FOR', 'ACTIVATING', 'HELPER', 'FUNCTION', 'OF', 'CD8+', 'TCELLS']",United States,de,vaccine for activating helper function of cd8 tcells
US 8933030 B2,11/9/2023,Yoshida; Yoshinori et al.,"['Vaccine', 'immunity', 'virus', 'dna', 'adenovirus']",United States,en,vaccine enhancing protective immunity hepatitis c virus using plasmid dna recombinant adenovirus
US 8933007 B1,11/9/2023,Yoshida; Yoshinori et al.,"['Vaccine', 'engineering']",United States,nl,vaccine engineering
US 8932991 B2,11/9/2023,Yoshida; Yoshinori et al.,"['VACCINE', 'DIRECTED', 'TO', 'INDUCTION', 'OF', 'IMMUNE', 'RESPONSE', 'TO', 'PROTEIN', 'AND', 'GLYCOLIPID', 'ANTIGENS', 'OF', 'BACTERIAL', 'CELLS', 'THROUGH', 'INTERACTION', 'OF', 'CD40L/CD40', 'RECEPTOR', 'AXIS', 'WITH', 'COMPLEX', 'OF', 'GLYCOLIPID/CD1d', 'RECEPTOR', 'IN', 'NKT', 'CELLS', 'AND', 'IN', 'DENDRITIC', 'CELLS']",United States,en,vaccine directed induction immune response protein glycolipid antigens bacterial cells interaction cd40l cd40 receptor axis complex glycolipid cd1d receptor nkt cells dendritic cells
US 8932989 B2,11/9/2023,Yoshida; Yoshinori et al.,"['VACCINE', 'DIRECTED', 'AGAINST', 'ADENOVIRUS', 'SEROTYPE']",United States,de,vaccine directed against adenovirus serotype 14
US 8932870 B2,11/9/2023,Yoshida; Yoshinori et al.,"['Vaccine', 'Diagnostics']",United States,it,vaccine diagnostics
US 8932806 B1,11/9/2023,Yoshida; Yoshiichi,"['VACCINE', 'DEVELOPMENT', 'STRATEGY', 'USING', 'MICROGRAVITY', 'CONDITIONS']",United States,de,vaccine development strategy using microgravity conditions
US 8932805 B1,11/9/2023,Yoshida; Yoshihito et al.,"['VACCINE', 'DEVELOPMENT', 'METHODOLOGY', 'BASED', 'ON', 'AN', 'ADHESION', 'MOLECULE']",United States,de,vaccine development methodology based on adhesion molecule
US 8932766 B1,11/9/2023,Yoshida; Yoshihito et al.,"['VACCINE', 'DEVELOPMENT', 'BOARD', 'GAME']",United States,de,vaccine development board game
US 8932690 B2,11/9/2023,Yoshida; Yoshihito et al.,"['VACCINE', 'DESIGN', 'METHODOLOGY']",United States,vi,vaccine design methodology
US 8932557 B2,11/9/2023,Yoshida; Yoshiaki,"['Delivery', 'Microneedle', 'Arrays']",United States,en,vaccine delivery via microneedle arrays
US 8932296 B2,11/9/2023,Yoshida; Toru et al.,"['VACCINE', 'DELIVERY', 'SYSTEMS', 'USING', 'YEAST', 'CELL', 'WALL', 'PARTICLES']",United States,de,vaccine delivery systems using yeast cell wall particles
US 8932027 B2,11/9/2023,Yoshida; Toru et al.,"['Vaccine', 'delivery', 'system', 'immunization', 'polymer', 'microspheres']",United States,en,vaccine delivery system immunization using biodegradable polymer microspheres
US 8931107 B1,11/9/2023,Yoshida; Toru et al.,"['Vaccine', 'delivery', 'system']",United States,en,vaccine delivery system
US 8931044 B1,11/9/2023,Yoshida; Tokuji et al.,"['Vaccine', 'delivery', 'system']",United States,en,vaccine delivery system
US 8930647 B1,11/9/2023,Yoshida; Tetsuya et al.,"['VACCINE', 'DELIVERY', 'SYSTEM']",United States,de,vaccine delivery system
US 8930575 B1,11/9/2023,Yoshida; Tetsuya et al.,"['VACCINE', 'DELIVERY', 'METHOD']",United States,de,vaccine delivery method
US 8930496 B2,11/9/2023,Yoshida; Tetsuhiko et al.,"['VACCINE', 'DELIVERY', 'DEVICES']",United States,de,vaccine delivery devices
US 8930423 B1,11/9/2023,Yoshida; Tetsuhiko et al.,"['Vaccine', 'delivery', 'device']",United States,it,vaccine delivery device
US 8930333 B1,11/9/2023,Yoshida; Tetsuhiko et al.,"['delivery', 'compositions', 'methods', 'use']",United States,en,vaccine delivery compositions methods use
US 8930319 B2,11/9/2023,Yoshida; Tetsuhiko et al.,"['delivery', 'compositions', 'methods', 'use']",United States,en,vaccine delivery compositions methods use
US 8929721 B2,11/9/2023,Yoshida; Tetsuhiko et al.,"['Vaccine', 'delivery']",United States,it,vaccine delivery
US 8929483 B1,11/9/2023,Yoshida; Tetsuhiko et al.,"['Vaccine', 'herpes', 'viruses', 'development', 'plaque']",United States,en,vaccine containing whole killed herpes viruses prevent development atherosclerotic plaque
US 8929391 B2,11/9/2023,Yoshida; Tetsuhiko et al.,"['Vaccine', 'Containing', 'Virus-Like', 'Particles']",United States,en,vaccine containing virus-like particles
US 8928337 B2,11/9/2023,Yoshida; Tetsuhiko et al.,"['VACCINE', 'CONTAINING', 'VIRUS', 'INACTIVATED', 'BY', 'GREEN', 'TEA', 'EXTRACT', 'AND', 'PREPARATION', 'METHOD', 'THEREFOR']",United States,de,vaccine containing virus inactivated by green tea extract and preparation method therefor
US 8928165 B2,11/9/2023,Yoshida; Tetsuhiko et al.,"['Vaccine', 'subunit', 'telomerase', 'cancer']",United States,en,vaccine containing catalytic subunit telomerase treating cancer
US 8927832 B1,11/9/2023,Yoshida; Tetsuhiko et al.,"['VACCINE', 'CONTAINING', 'IMMOBILIZED', 'VIRUS', 'PARTICLES']",United States,de,vaccine containing immobilized virus particles
US 8927831 B1,11/9/2023,Yoshida; Tetsuhiko et al.,"['Vaccine', 'thiol', 'protease']",United States,en,vaccine containing thiol protease
US 8927829 B1,11/9/2023,Yoshida; Tetsuhiko et al.,"['Vaccine', 'serine', 'protease']",United States,en,vaccine containing serine protease
US 8927828 B1,11/9/2023,Yoshida; Tetsuhiko et al.,"['VACCINE', 'CONTAINING', 'A', 'PEROXIREDOXIN', 'AND/OR', 'A', 'BETA-TUBULIN']",United States,hu,vaccine containing peroxiredoxin and or beta-tubulin
US 8927827 B1,11/9/2023,Yoshida; Tetsuhiko et al.,"['VACCINE', 'CONSTRUCTS', 'AND', 'USES', 'THEREOF', 'AGAINST', 'STAPHYLOCOCCUS', 'INFECTIONS']",United States,en,vaccine constructs uses thereof staphylococcus infections
US 8927826 B1,11/9/2023,Yoshida; Tetsuhiko et al.,"['VACCINE', 'CONJUGATES']",United States,vi,vaccine conjugates
US 8927825 B1,11/9/2023,Yoshida; Tetsuhiko et al.,"['VACCINE', 'COMPRISING', 'STREPTOCOCCUS', 'PNEUMONIAE', 'CAPSULAR', 'POLYSACCHARIDE', 'CONJUGATES']",United States,vi,vaccine comprising streptococcus pneumoniae capsular polysaccharide conjugates
US 8927814 B1,11/9/2023,Yoshida; Tetsuhiko et al.,"['Vaccine', 'feline', 'leukemia', 'antigen', 'saponin', 'adjuvant']",United States,it,vaccine comprising recombinant feline leukemia antigen and saponin adjuvant
US 8927750 B2,11/9/2023,Yoshida; Tetsuhiko,"['Vaccine', 'ct', 'lt', 'toxin']",United States,en,vaccine comprising recombinant ct lt toxin
US 8927543 B2,11/9/2023,Yoshida; Tatsuya et al.,"['Vaccine', 'polynucleotides']",United States,it,vaccine comprising polynucleotides
US 8927522 B2,11/9/2023,Yoshida; Tatsuya et al.,"['Vaccine', 'part', 'region', 'IgE', 'treatment', 'IgE-mediated', 'reactions']",United States,en,vaccine comprising part constant region ige treatment ige-mediated allergic reactions
US 8927500 B2,11/9/2023,Yoshida; Tatsuya et al.,"['VACCINE', 'COMPRISING', 'MONOCYTE', 'OR', 'IMMATURE', 'MYELOID', 'CELLS', 'IMC', 'WERE', 'LOADED', 'WITH', 'THE', 'LIGAND', 'OF', 'NATURAL', 'KILLER', 'T', 'CELL', 'AND', 'ANTIGEN']",United States,en,vaccine comprising monocyte immature myeloid cells imc loaded ligand natural killer cell antigen
US 8926899 B1,11/9/2023,Yoshida; Tatsuya et al.,"['VACCINE', 'COMPRISING', 'INACTIVATED', 'CELLS', 'OF', 'HAEMOPHILUS', 'PARASUIS', 'BACTERIA', 'OF', 'SEROTYPE']",United States,de,vaccine comprising inactivated cells of haemophilus parasuis bacteria of serotype 5
US 8926801 B2,11/9/2023,Yoshida; Takeshi et al.,"['Vaccine', 'il-13', 'adjuvant']",United States,it,vaccine comprising il-13 and an adjuvant
US 8926063 B2,11/9/2023,Yoshida; Takechiyo et al.,"['Vaccine', 'il-12', 'il-23', 'treatment', 'autoimmune', 'diseases']",United States,en,vaccine comprising il-12 il-23 treatment autoimmune diseases
US 8925725 B1,11/9/2023,Yoshida; Takayuki et al.,"['Vaccine', 'gp120', 'and/or', 'tat', 'immunisation', 'hiv']",United States,en,vaccine comprising gp120 nef tat immunisation hiv
US 8925092 B1,11/9/2023,Yoshida; Takao et al.,"['Vaccine', 'virus', 'recombinants', 'envelope', 'glycoprotein', 'reticuloendotheliosis', 'retrovirus']",United States,en,vaccine comprising fowlpox virus recombinants expressing envelope glycoprotein avian reticuloendotheliosis retrovirus
US 8925088 B1,11/9/2023,Yoshida; Takao et al.,"['VACCINE', 'COMPRISING', 'EPITOPE', 'OF', 'HEAT', 'SHOCK', 'PROTEIN', 'AND', 'USE', 'THEREOF']",United States,en,vaccine comprising epitope heat shock protein use thereof
US 8925087 B1,11/9/2023,Yoshida; Takao et al.,"['VACCINE', 'COMPRISING', 'CLOSTRIDIUM', 'TOXOIDS']",United States,vi,vaccine comprising clostridium toxoids
US 8925074 B1,11/9/2023,Yoshida; Takao et al.,"['Vaccine', 'Brucella', 'abortus', 'O', 'polysaccharide', 'antigen', 'absent']",United States,en,vaccine comprising brucella abortus polysaccharide antigen absent
US 8925049 B2,11/9/2023,Yoshida; Takao et al.,"['VACCINE', 'COMPRISING', 'BETA-HERPESVIRUS']",United States,vi,vaccine comprising beta-herpesvirus
US 8924728 B2,11/9/2023,Yoshida; Susumu et al.,"['Vaccine', 'antibody', 'GLXA', 'process']",United States,it,vaccine comprising anti-idiotypic antibody to chlamydia glxa and process
US 8923918 B2,11/9/2023,Yoshida; Susumu et al.,"['Vaccine', 'Oil', 'Water', 'Emulsion', 'Adjuvant']",United States,en,vaccine comprising oil water emulsion adjuvant
US 8923756 B1,11/9/2023,Yoshida; Shunji,"['Vaccine', 'iscom', 'consisting', 'sterol', 'saponin', 'detergent']",United States,en,vaccine comprising iscom consisting sterol saponin free additional detergent
US 8923186 B1,11/9/2023,Yoshida; Shinichi et al.,"['Vaccine', 'bursal', 'disease', 'virus', 'MB', 'MB-1', 'MB-2', 'strain']",United States,en,vaccine comprising infectious bursal disease virus mb mb-1 mb-2 strain
US 8922783 B2,11/9/2023,Yoshida; Shinichi et al.,"['Vaccine', 'protein', 'adjuvant', 'peptide']",United States,en,vaccine comprising immunogenic protein adjuvant substantially non-immunogenic sequentially homologous peptide
US 8922400 B2,11/9/2023,Yoshida; Shinichi et al.,"['Vaccine', 'pestivirus']",United States,it,vaccine comprising an attenuated pestivirus
US 8921672 B1,11/9/2023,Yoshida; Shinichi,"['Vaccine', 'antigen', 'valency', 'anti-cd40', 'antibodies']",United States,it,vaccine comprising an antigen conjugated to low valency anti-cd40 or anti-cd28 antibodies
US 8921666 B1,11/9/2023,Yoshida; Shinichi,"['VACCINE', 'COMPRISING', 'AN', 'ANTIGEN', 'A', 'TLR2', 'AGONIST']",United States,hu,vaccine comprising an antigen and tlr2 agonist
