Numéro,Patent Number,Inventeur/org,Date de publication,country_code,country_name,description_language,Titre,Description
1828,wo2018137643a1,hangzhou converd co ltd cn,2018-08-02,wo,world intellectual property organization wipo,fr,"['application', 'dun', 'virus', 'oncolytique', 'comme', 'immunostimulant', 'pour', 'le', 'traitement', 'de', 'tumeurs', 'etou', 'de', 'cancers']","['...la', 'prsente', 'invention', 'concerne', 'lapplication', 'dun', 'virus', 'oncolytique', '', 'rplication', 'conditionnelle', 'comme', 'immunostimulant', 'pour', 'le', 'traitement', 'de', 'tumeurs', 'etou', 'de', 'cancers.', 'le', 'virus', 'oncolytique', 'ne', 'porte', 'pas', 'de', 'gne', 'rgulateur', 'immunitaire', 'exogne.', '...']"
1829,cn104630270a,inst of military veterinary academy of military medical sciences,2015-05-20,cn,china,en,"['method', 'biologically', 'mineralizing', 'surface', 'influenza', 'virus']","['...the', 'invention', 'discloses', 'method', 'biologically', 'mineralizing', 'surface', 'influenza', 'virus', 'belongs', 'technical', 'field...', 'neuraminidase', 'genes', 'influenza', 'virus', 'influenza', 'virus', 'express', 'endogenous', 'calcium', 'phosphate', 'biologically-mineralizing', 'peptide', 'peptide', 'fragment', 'influenza', 'virus', 'spontaneously', 'form', 'eggshell-like', 'shell', 'protect', 'influenza', 'virus', '...']"
1830,cn111393510a b,lanzhou veterinary res inst caas,2020-07-10,cn,china,en,"['african', 'swine', 'fever', 'virus', 'recombinant', 'antigen', 'application', 'thereof']","['...the', 'invention', 'relates', 'african', 'swine', 'fever', 'virus', 'recombinant', 'antigen', 'application', 'thereof', 'belongs', 'technical', 'field', 'genetic', 'engineering.', 'm35', 'recombinant', 'antigen', 'preparedthrough', 'series', 'connection', 'epitopes', 'predicted', 'screened', 'african', 'swine...', 'virus', 'diseases', 'pigs.', 'african', 'swine', 'fever', 'virus', 'recombinant', 'antigen', 'good', 'diagnosis', 'sensibility', 'high', 'specificity', 'high', 'credibility.', '...']"
1831,ca3125411a1,intima bioscience inc us,2020-07-09,ca,canada,fr,"['modified', 'adeno-associated', 'viral', 'vectors', 'use', 'genetic', 'engineering']","['un', 'virus', 'adno-associ', 'prsente', 'de', 'nombreux', 'avantages', 'pour', 'son', 'utilisation', 'en', 'thrapie', 'gnique.', 'la', 'prsente', 'invention', 'concerne', 'des', 'vecteurs...']"
1832,wo2008013713a2 a3,univ duke us,2008-01-31,wo,world intellectual property organization wipo,fr,"['fibres', 'lectrofiles', 'coaxiales', 'structures', 'et', 'procds', 'de', 'formation', 'de', 'celles-ci']","['...', 'plusieurs', 'agents', 'tels', 'que', 'des', 'matires', 'pharmacologiques', 'des', 'protines', 'des', 'virus', 'de', 'ladn', 'plasmidique', 'des', 'cellules', 'de', 'bactrie', 'des...']"
1833,cn105002181a b,fourth military medical univ,2015-10-28,cn,china,en,"['rat', 'kif11', 'gene-interfered', 'shrna', 'recombinant', 'adeno-associated', 'virus', 'thereof', 'anti-neoplastic', 'application', 'thereof']","['...the', 'invention', 'discloses', 'rat', 'kif11', 'gene-interfered', 'shrna', 'recombinant', 'adeno-associated', 'virus', 'thereof', 'anti-neoplastic', 'application', 'thereof', 'belongs', 'technical', 'scheme', 'genetic', 'engineering.', 'nucleotide', 'sequence', 'shrna', 'positive-sense', 'strand', 'of...', 'rat', 'kif11', 'gene-interfered', 'shrna', 'sequence.', 'recombinant', 'adeno-associated', 'virus', 'raav9-zsgreen-shrna-kif11', 'high', 'virus', 'titer', '...']"
1834,jp2011055840a b2,hemholtz zentrum muenchen deutsches forshungszentrum fuer gesundheit  umwelt gmbh,2011-03-24,jp,japan,en,"['recombinant', 'mva', 'method', 'generation', 'thereof']","['problem', 'solved', 'provide', 'mva', 'mutants', 'used', 'generation', 'recombinant', 'mva', 'viruses', 'well', 'host', 'cells', 'infected', 'mutant', 'mva', 'viruses.', 'solution', 'provided', 'new', 'mva', 'mutant', 'mva', 'k1l', 'gene', 'sequences', 'promoter', 'sequences', 'functional', 'part', 'thereof', 'inactivated', 'mva', 'genome', 'mutation', 'deletion', 'host', 'cells', 'infected', 'mutant', 'mva', 'viruses', 'dna-vectors', 'constructs', 'method', 'generation', 'recombinant', 'mva', 'using', 'mutant', 'mva', 'viruses', 'dna-vector', 'constructs.', 'copyright', 'c2011jpoinpit']"
1835,cn101293931a b,zhanjiang taiyuan biolog engineering co ltd,2008-10-29,cn,china,en,"['anti-shrimp', 'white', 'spot', 'syndrome', 'virus', 'recombined', 'bacterium', 'typhosum', 'strain', 'preparation', 'uses', 'thereof']","['invention', 'discloses', 'anti-prawn', 'white', 'spot', 'syndrome', 'virus', 'wssv', 'recombinant', 'salmonella', 'typhimurium', 'strain', 'preparation', 'method', 'and...']"
1836,cn101020081a,univ chongqing cn,2007-08-22,cn,china,en,"['cell', 'transplating', 'composition', 'repairing', 'infarcted', 'cardiac', 'muscle', 'reconstructing', 'blood', 'vessel']","['...', 'composition', 'includes', 'auxiliary', 'transplanting', 'cell', 'genetic', 'engineering', 'carrier', 'vitro', 'preparation', 'cardiac', 'muscle', 'precursor', 'cell.', 'auxiliary...', 'cardiac', 'muscle', 'precursor', 'cell', 'transplanting', 'survival', 'rate', 'genetic', 'engineering', 'carrier', 'used', 'preparing', 'high', 'purity', 'cardiac', 'muscle', 'precursor', 'cell.', 'composition', 'present', 'invention', 'also', 'includes', 'medicine', 'corresponding', 'suicide', 'gene', 'genetic', 'engineering', '...']"
1837,jp2019092835a,takasago thermal engineering,2019-06-20,jp,japan,en,"['virus', 'inactivation', 'system', 'virus', 'inactivation', 'method']","['provide', 'technique', 'promotes', 'inactivation', 'virus', 'whole', 'closed', 'space', 'human', 'enters.solution', 'present', 'invention', 'provides', 'system', 'inactivation', 'virus', 'whole', 'closed', 'space', '...']"
1838,ep3870976a1 b1,regeneron pharma us,2021-09-01,ep,european patent office epo,fr,"['procds', 'danalyse', 'dune', 'composition', 'de', 'protines', 'de', 'capside', 'virale']","['aucun', 'abrg', 'disponible']"
1839,ep1424390a1 a4,yangling daiying biolog engine cn,2004-06-02,ep,european patent office epo,en,"['virus', 'de', 'lhepatite', 'c', 'intact', 'et', 'procede', 'de', 'mise', 'en', 'culture', 'dans', 'une', 'culture', 'cellulaire', 'vitro']","['...', 'virus', 'using', 'molecular', 'biology', 'gene', 'recombinant', 'technology.', 'said', 'method', 'comprises', 'step', 'amplifying', 'serum', 'of...', 'end', 'mutated', 'hcv', 'genome', 'transfecting', 'sensitive', 'cells', 'culturing', 'obtain', 'infectious', 'hcv', 'offspring', 'virus.', '...']"
1840,cn206245282u,nanjing sufute eng project man co ltd,2017-06-13,cn,china,en,"['vertical', 'type', 'barricade', 'hydraulic', 'engineering', 'river', 'course']","['utility', 'model', 'discloses', 'vertical', 'type', 'barricade', 'hydraulic', 'engineering', 'river', 'course', 'belongs', 'hydraulic', 'engineering', 'river', 'course', 'revetment', 'structure', 'technical', 'field', 'aims', 'providing', 'vertical', 'type', 'barricade', 'hydraulic', 'engineering', 'river', 'course', 'advantage', 'reinforcing', '...']"
1841,wo2006056006a1,univ queensland au,2006-06-01,wo,world intellectual property organization wipo,fr,"['immunotherapie', 'contre', 'le', 'virus', 'du', 'nil', 'occidental']","['...linvention', 'concerne', 'une', 'composition', 'immunothrapeutique', 'et', 'des', 'mthodes', 'de', 'traitement', 'prophylactique', 'etou', 'thrapeutique', 'du', 'virus', 'du', 'nil', 'occidental...', 'anticorps', 'monoclonal', 'contre', 'la', 'protine', 'e', 'du', 'virus', 'kunjin', 'ledit', 'anticorps', 'monoclonal', 'pouvant', 'neutraliser', 'le', 'virus', 'du', 'nil', 'occidental', 'chez', 'lanimal', 'non', 'humain', 'nonobstant', 'le', 'fait', 'que', 'le', 'virus', 'du', 'nil', 'occidental', 'est', 'plus', 'virulent', 'etou', 'pathogne', 'que', 'le', 'virus', 'kunjin.', '...']"
1842,ep3583948a1 b1,fatro spa it,2019-12-25,ep,european patent office epo,en,"['vaccins', 'pour', 'la', 'prvention', 'de', 'la', 'maladie', 'hmorragique', 'du', 'lapin']","['...virus-like', 'particles', 'vlps', 'received', 'considerable', 'amount', 'attention', 'due', 'potential', 'application', 'veterinary', 'vaccines', 'infectious', 'diseases.', 'case', 'rabbit', 'haemorrhagic', 'disease', 'virus', 'rhdv', 'virus', 'unable', 'propagate...', 'engineering', 'stable', 'fusion', 'protein.', 'collectively', 'invention', 'solves', 'problem', 'producing', 'stable', 'vlps', 'use', 'vaccines', '...']"
1843,jp3048533b2 a,rentschler biotech gmbh de,2000-06-05,jp,japan,en,"['composition', 'containing', 'gamma-interferon', 'systematically', 'treating', 'various', 'human', 'diseases', 'low', 'dose']","['problem', 'solved', 'cure', 'tumorigenic', 'neoplastic', 'cell', 'proliferation', 'malignant', 'blood', 'system', 'diseases', 'virus', 'diseases', 'bronchial', 'asthma', 'carcinomas...']"
1844,cn110564700a b,hangzhou gongchu biological tech co ltd,2019-12-13,cn,china,en,"['oncolytic', 'vaccinia', 'virus', 'carrying', 'tachypleus', 'tridentatus', 'lectin', 'gene', 'construction', 'method', 'application', 'thereof']","['...the', 'invention', 'relates', 'technical', 'field', 'biomedical', 'engineering', 'provides', 'oncolytic', 'vaccinia', 'virus', 'carrying', 'tachypleus', 'tridentatus...', 'vaccinia', 'virus', 'cells', 'screening', 'identifying', 'obtaining', 'oncolytic', 'vaccinia', 'virus', 'carrying', 'tachypleus', 'tridentatus', 'lectin...', 'beneficial', 'virus', 'replication', 'addition', 'replication', 'level', 'oncolytic', 'vaccinia', 'virus', 'carrying', 'ttl', 'gene', 'also', 'remarkably', 'improved.', '...']"
1845,kr101881013b1 a, ,2018-07-23,kr,south korea,en,"['-', 'toxoplasma', 'gondii', 'virus-like', 'particle', 'expression', 'vector', 'method', 'preparing']","['...the', 'present', 'invention', 'relates', 'toxoplasma', 'gondii', 'virus-like', 'particle', 'comprises', 'influenza', 'virus', 'matrix', 'protein', '1', 'm1...', 'toxoplasma', 'gondii', 'virus-like', 'particle', 'induces', 'immune', 'response', 'toxoplasma', 'gondii.', '...']"
1846,cn114395567a,zhong chunfang,2022-04-26,cn,china,en,"['genetic', 'engineering', 'vaccine', 'porcine', 'reproductive', 'respiratory', 'syndrome', 'virus']","['...on', 'one', 'hand', 'invention', 'discloses', 'optimized', 'prrsv', 'porcine', 'reproductive', 'respiratory', 'syndrome', 'virus', 'mrna', 'messenger', 'ribonucleic', 'acid', 'wherein...', '101', 'a.', 'invention', 'discloses', 'kit', 'detecting', 'virus', 'resistance', 'human', 'body', 'using', 'the...', 'reproductive', 'respiratory', 'syndrome', 'virus', 'mrna', 'vaccine.', 'invention', 'provides', 'optimized', 'prrsv', 'mrna', 'porcine', 'reproductive', '...']"
1847,ep0811073a2 b1,univ pennsylvania us,1997-12-10,ep,european patent office epo,fr,"['utilisation', 'd', 'immunomodulateurs', 'pour', 'la', 'prparation', 'de', 'mdicaments', 'ayant', 'pour', 'l', 'inhibition', 'd', 'une', 'rponse', 'immunitaire', 'contre', 'des', 'virus', 'recombinants', 'co-administrs']","['aucun', 'abrg', 'disponible']"
1848,ep0173268a2 a3b1,chemo sero therapeut res inst jp,1986-03-05,ep,european patent office epo,en,"['mthode', 'de', 'prparation', 'dun', 'vaccin', 'constitu', 'dune', 'sous-unit', 'du', 'virus', 'herps', 'simplex.']","['method', 'preparation', 'herpes', 'simplex', 'virus', 'subunit', 'vaccine', 'comprises', 'subjecting', 'solution', 'con-', 'aining', 'glycoproteins', 'ga...']"
1849,cn104560879a,inst med biotechnology cams,2015-04-29,cn,china,en,"['a549-5ps', 'cell', 'line', 'building', 'method', 'application', 'thereof']","['...the', 'invention', 'belongs', 'technical', 'field', 'gene', 'engineering', 'particularly', 'relates', 'a549-5ps', 'cell', 'line', 'stable', 'coexpression', 'influenza', 'virus', 'rna', 'polymerases', 'pb2', 'pb1', 'pa', 'subunit', 'np', 'protein', 'resistance', 'reporter', 'genes', 'of...', 'characteristic', 'monitoring', 'replication', 'expression', 'influenza', 'virus', 'genome', 'rna', 'cells', 'real', 'time', '...']"
1850,cn107266566a b,inst pathogen biology cams,2017-10-20,cn,china,en,"['human', 'derived', 'anti-ev71', 'virus', 'neutralizing', 'antibody', 'e1', 'application', 'thereof']","['...the', 'invention', 'provides', 'human', 'derived', 'anti-ev71', 'virus', 'neutralizing', 'antibody', 'e1', 'screened', 'utilizing', 'phage', 'display', 'technology', 'which...', 'seq', 'id', 'no.2.', 'antibody', 'used', 'specifically', 'identifying', 'antigen', 'ev71', 'virus', 'particles', 'generate', 'remarkable', 'enzyme-linked', 'immunosorbent', 'assay', 'ev71', 'virus', 'neutralizing', 'activity', 'resisting', 'ev71', 'virus', 'infection.', 'furthermore', '...']"
1851,cn108384763a b,univ sun yat sen,2018-08-10,cn,china,en,"['orf074', 'open', 'reading', 'frame', '074', 'gene', 'deleted', 'strain', 'infectious', 'spleen', 'kidney', 'necrosis', 'virus', 'well', 'preparation', 'method', 'application', 'thereof']","['...the', 'invention', 'provides', 'orf074', 'open', 'reading', 'frame', '074', 'gene', 'deleted', 'strain', 'infectious', 'spleen', 'kidney', 'necrosis', 'virus...', 'marker', 'carrying', 'orf074', 'gene', 'deleted', 'strain', 'infectious', 'spleen', 'kidney', 'necrosis', 'virus', 'well', 'preparation', 'method...', 'gene', 'deleted', 'infectious', 'spleen', 'kidney', 'necrosis', 'virus', 'selection', 'marker', 'gene', 'inserted', '...']"
1852,ep2522719a1 b1,medimmune vaccines inc us,2012-11-14,ep,european patent office epo,en,"['variantes', 'de', 'lhmagglutinine', 'et', 'de', 'la', 'neuraminidase', 'du', 'virus', 'de', 'la', 'grippe']","['present', 'invention', 'relates', '62', 'reassortant', 'influenza', 'virus', 'wherein', 'said', 'virus', 'comprises', '6', 'genes', 'encoding', 'regions', 'that...']"
1853,wo2009131423a2 a3,univ kyung hee univ ind coop group kr,2009-10-29,wo,world intellectual property organization wipo,fr,"['nouveau', 'gne', 'antigne', 'du', 'virus', 'de', 'lhpatite', 'et', 'plantes', 'transformes', 'comportant', 'le', 'gne']","['...la', 'prsente', 'invention', 'concerne', 'un', 'nouveau', 'gne', 'antigne', 'du', 'virus', 'de', 'lhpatite', 'et', 'des', 'plantes', 'transformes', 'comportant', 'le', 'gne.', 'elle', 'concerne', 'plus', 'particulirement', 'un', 'gne', 'antigne', 'du', 'virus', 'de', 'lhpatite', 'synthtis', 'par', 'optimisation', 'dun', 'code...', 'le', 'virus', 'recombinant', 'de', 'lhpatite', 'et', 'des', 'plantes', 'transformes', 'exprimant', 'un', 'antigne', 'du', 'virus', 'de', 'lhpatite', '...']"
1854,ep0485209a1,japan immuno inc jp,1992-05-13,ep,european patent office epo,en,"['antigne', 'relatif', 'au', 'virus', 'de', 'lhpatite', 'non-a', 'non-b', 'systmes', 'de', 'dtection', 'danticorps', 'polynuclotides', 'et', 'polypeptides.']","['non-a', 'non-b', 'hepatitis', 'nanb', 'hepatitis', 'virus', 'rna', 'corresponding', 'polypeptide', 'related', 'antigen', 'antibody', 'detection', 'systems', 'detecting', 'nanb', 'hepatitis', 'antigen', 'antibodies.']"
1855,cn101544977a,third inst oceanography soa,2009-09-30,cn,china,en,"['extreme', 'early', 'gene', 'promoter', 'white', 'spot', 'syndrome', 'virus', 'cloning', 'method', 'thereof', 'application', 'thereof']","['...the', 'invention', 'discloses', 'extreme', 'early', 'gene', 'promoter', 'white', 'spot', 'syndrome', 'virus', 'cloning', 'method', 'thereof', 'application', 'thereof', 'relates', 'new', 'extreme', 'early', 'gene', 'promoter', 'white', 'spot', 'syndrome', 'virus', 'cloning', 'method', 'thereof', 'and...', 'extreme', 'early', 'gene', 'promoter', 'white', 'spot', 'syndrome', 'virus', 'cloning', 'method', 'thereof', 'well', 'expression', '...']"
1856,ep2064229a2 a4b1,ottawa health research inst ca,2009-06-03,ep,european patent office epo,fr,"['rhabdovirus', 'oncolytique']","['aucun', 'abrg', 'disponible']"
1857,cn102296089a b,china inst veterinary drugs control,2011-12-28,cn,china,en,"['method', 'efficiently', 'preparing', 'porcine', 'circovirus', '2', 'type', 'empty', 'capsid']","['...', 'parent', 'virus', 'dna', 'deoxyribonucleic', 'acid', 'insect', 'cell', 'bacterium', 'obtain', 'recombinant', 'baculovirus', 'infecting', 'insect', 'with...', 'empty', 'capsid', 'determining', 'information', 'required', 'efficiently', 'assembling', 'virus', 'empty', 'capsid', 'comparison', 'experimentation', 'obtaining', 'recombinant', 'viral', 'strain', 'line', 'capable', 'efficiently', 'expressing', 'assembling', 'virus', 'empty', 'capsid', 'thereby', 'carrying', 'mass', 'production', '...']"
1858,cn101407813a b,univ pla 2nd military medical cn,2009-04-15,cn,china,en,"['protein', 'gene', 'hepatitis', 'c', 'virus', 'f', 'use', 'thereof']","['...the', 'invention', 'belongs', 'technical', 'fields', 'gene', 'engineering', 'biomedicine', 'diagnostics', 'particular', 'hepatitis', 'c', 'virus...', 'hcv', 'false', 'negative', 'detection', 'result', 'caused', 'appear', 'therefore', 'virus', 'coding', 'protein', 'abundant', 'antigenic', '...']"
1859,cn214038879u,qingyuan guangsheng civil defence eng co ltd,2021-08-24,cn,china,en,"['anti-poison', 'channel', 'structure', 'civil', 'air', 'defense', 'engineering']","['utility', 'model', 'discloses', 'anti-poison', 'channel', 'structure', 'civil', 'air', 'defense', 'engineering', 'technical', 'field', 'anti-poison', 'structures', 'civil', 'air', 'defense', 'engineering', 'comprises', 'pipe', 'body', 'pipeline', 'groove', 'arranged', 'middle', '...']"
1860,cn116284434a,inst animal husbandry  veterinary fujian academy of agricultural sciences,2023-06-23,cn,china,en,"['variant', 'pseudorabies', 'virus', 'gc-gd', 'epitope', 'concatemer', 'application', 'thereof']","['...the', 'invention', 'provides', 'gc-gd', 'epitope', 'concatemer', 'mutant', 'pseudorabies', 'virus', 'prv', 'application', 'gc-gd', 'epitope', 'concatemer', 'mutant', 'pseudorabies', 'virus', 'prv.', 'amino', 'acid', 'sequence', 'mutant', 'pseudorabies', 'virus', 'gc-gd...', 'mutant', 'pseudorabies', 'virus', 'gc-gd', 'expression', 'concatemer', 'shown', 'seq', 'id', 'no.2.', 'variant', 'pseudorabies', 'virus', 'gc', '...']"
